record_id,site_name,material,quantity_tons,grade_percent,extraction_date,operator,status,depth_meter,cost_usd
216,Tambang A,Emas,786.22,2.15,2022-11-03 20:42:50.047919,PT Mineral Nusantara,Non-Aktif,70.2,22584.42
217,Tambang D,Tembaga,626.29,3.9,2022-09-17 20:16:27.461077,PT Mineral Nusantara,Non-Aktif,267.3,10891.17
218,Tambang A,Nikel,321.91,2.48,2024-08-02 21:48:52.623722,PT Tambang Jaya,Aktif,82.0,96102.16
219,Tambang D,Emas,546.46,4.03,2024-02-13 22:06:18.727590,PT Mineral Nusantara,Aktif,37.3,33145.43
220,Tambang C,Batubara,100.33,4.89,2020-05-02 07:14:01.775850,PT Mineral Nusantara,Non-Aktif,97.4,67638.36
221,Tambang C,Batubara,682.16,1.58,2022-04-18 20:11:32.010628,PT Tambang Jaya,Aktif,150.1,73299.53
222,Tambang C,Batubara,727.85,4.38,2024-06-29 12:04:51.807073,PT Emas Sejahtera,Aktif,70.1,20570.62
223,Tambang B,Tembaga,965.38,3.3,2021-11-17 18:35:49.346977,PT Tambang Jaya,Reklamasi,106.8,69686.49
224,Tambang D,Nikel,267.79,4.18,2024-03-28 18:40:55.300592,PT Mineral Nusantara,Non-Aktif,159.0,1921.8
225,Tambang B,Emas,28.27,3.43,2021-04-29 01:00:00.790684,PT Tambang Jaya,Non-Aktif,103.7,42402.08
226,Tambang B,Nikel,550.15,2.41,2024-05-10 03:07:02.448801,PT Tambang Jaya,Reklamasi,35.9,35690.3
227,Tambang A,Tembaga,709.72,1.53,2023-11-30 09:03:47.029379,PT Mineral Nusantara,Reklamasi,67.2,93348.56
228,Tambang B,Nikel,792.5,0.82,2022-09-09 04:11:17.934277,PT Emas Sejahtera,Non-Aktif,240.3,98616.49
229,Tambang A,Tembaga,201.8,2.91,2021-09-30 06:38:33.885704,PT Tambang Jaya,Non-Aktif,286.8,29505.82
230,Tambang A,Batubara,269.14,4.96,2020-11-23 18:00:44.324944,PT Emas Sejahtera,Aktif,53.0,61390.33
231,Tambang B,Emas,517.47,3.82,2021-03-14 17:50:43.672429,PT Tambang Jaya,Aktif,207.5,74776.72
232,Tambang D,Batubara,337.29,1.97,2021-04-10 08:59:01.272922,PT Mineral Nusantara,Non-Aktif,272.6,19919.06
233,Tambang D,Nikel,861.91,4.22,2023-06-03 09:04:01.989863,PT Mineral Nusantara,Aktif,96.8,68974.44
234,Tambang D,Batubara,479.02,3.96,2021-09-30 14:33:20.474624,PT Tambang Jaya,Aktif,250.5,26512.35
235,Tambang D,Emas,801.58,1.77,2022-04-17 02:54:37.760551,PT Tambang Jaya,Aktif,272.4,17717.03
236,Tambang D,Batubara,584.81,0.56,2023-07-08 00:45:34.114124,PT Tambang Jaya,Reklamasi,96.9,85216.94
237,Tambang B,Emas,775.36,1.03,2023-03-17 08:59:47.008591,PT Mineral Nusantara,Non-Aktif,26.5,50745.44
238,Tambang B,Emas,339.35,4.45,2023-01-12 14:45:41.379303,PT Tambang Jaya,Non-Aktif,275.9,30399.42
239,Tambang C,Batubara,833.1,4.26,2023-01-27 08:09:09.146057,PT Mineral Nusantara,Non-Aktif,105.8,41064.93
240,Tambang D,Tembaga,281.83,1.83,2021-05-22 09:59:02.523215,PT Tambang Jaya,Aktif,14.0,41903.91
241,Tambang B,Nikel,550.64,1.78,2021-03-12 10:05:27.590683,PT Mineral Nusantara,Aktif,147.7,77233.4
242,Tambang C,Tembaga,221.87,4.07,2024-11-25 22:09:57.638172,PT Tambang Jaya,Reklamasi,43.6,88789.05
243,Tambang D,Tembaga,480.77,4.72,2021-01-14 01:55:31.694861,PT Emas Sejahtera,Reklamasi,271.5,48090.62
244,Tambang A,Batubara,324.99,4.01,2022-09-17 20:13:02.453611,PT Emas Sejahtera,Non-Aktif,54.9,32965.73
245,Tambang C,Nikel,274.04,3.23,2020-12-28 16:11:29.701516,PT Mineral Nusantara,Reklamasi,98.3,72999.2
246,Tambang B,Nikel,967.32,1.59,2023-01-29 12:02:54.694494,PT Tambang Jaya,Reklamasi,239.2,90625.81
247,Tambang A,Tembaga,168.47,2.87,2023-01-02 07:14:53.745041,PT Emas Sejahtera,Aktif,243.8,12294.42
248,Tambang A,Batubara,789.45,1.55,2021-11-12 02:52:31.474380,PT Tambang Jaya,Non-Aktif,271.4,79884.37
249,Tambang A,Nikel,984.32,4.14,2022-04-07 13:26:48.696367,PT Tambang Jaya,Non-Aktif,154.2,56160.01
250,Tambang C,Tembaga,29.7,2.24,2020-04-16 02:26:54.648042,PT Tambang Jaya,Reklamasi,296.1,86892.91
251,Tambang B,Nikel,702.04,4.25,2021-08-06 04:57:01.845251,PT Emas Sejahtera,Aktif,159.7,51896.39
252,Tambang A,Batubara,260.38,2.22,2023-06-27 19:44:39.300462,PT Mineral Nusantara,Reklamasi,239.3,86395.0
253,Tambang D,Batubara,50.08,4.21,2023-05-14 07:31:22.889125,PT Emas Sejahtera,Reklamasi,115.0,55893.92
254,Tambang A,Batubara,408.86,2.0,2020-12-30 10:56:14.655887,PT Mineral Nusantara,Non-Aktif,283.0,15343.34
255,Tambang A,Nikel,935.87,2.48,2022-02-05 20:04:32.913042,PT Emas Sejahtera,Aktif,208.7,1489.63
256,Tambang C,Emas,21.65,3.27,2020-03-09 09:56:57.483391,PT Tambang Jaya,Reklamasi,32.4,62381.36
257,Tambang C,Nikel,592.01,0.82,2024-09-05 23:17:32.482346,PT Tambang Jaya,Reklamasi,41.5,59619.03
258,Tambang B,Emas,506.38,4.77,2022-03-05 10:35:58.006944,PT Tambang Jaya,Aktif,268.3,21812.16
259,Tambang D,Batubara,874.65,3.08,2021-08-07 02:32:48.980158,PT Emas Sejahtera,Reklamasi,244.8,85212.53
260,Tambang C,Tembaga,93.16,2.79,2020-08-14 17:54:38.479572,PT Emas Sejahtera,Non-Aktif,105.7,86908.27
261,Tambang A,Emas,684.71,4.28,2022-03-16 06:28:32.562255,PT Mineral Nusantara,Reklamasi,161.3,80613.68
262,Tambang B,Batubara,683.31,4.4,2020-10-02 19:31:43.570734,PT Emas Sejahtera,Non-Aktif,257.3,93722.08
263,Tambang A,Batubara,672.39,2.85,2020-08-05 10:36:27.793139,PT Mineral Nusantara,Non-Aktif,40.0,51159.67
264,Tambang A,Emas,942.91,4.67,2021-09-30 15:05:17.977676,PT Emas Sejahtera,Non-Aktif,50.1,70528.34
265,Tambang C,Tembaga,824.86,0.79,2022-04-20 17:33:17.407488,PT Tambang Jaya,Non-Aktif,217.5,90542.22
266,Tambang B,Batubara,51.55,1.01,2022-08-03 00:22:26.880014,PT Emas Sejahtera,Non-Aktif,33.8,46168.56
267,Tambang D,Emas,476.37,3.19,2024-02-13 05:27:00.980768,PT Tambang Jaya,Non-Aktif,112.2,62224.34
268,Tambang D,Tembaga,403.97,2.09,2020-08-15 20:30:42.106556,PT Emas Sejahtera,Reklamasi,83.0,51766.21
269,Tambang C,Tembaga,317.05,2.59,2021-09-05 16:15:17.847093,PT Mineral Nusantara,Aktif,230.5,98341.97
270,Tambang C,Batubara,456.82,1.98,2020-07-23 15:01:27.332597,PT Emas Sejahtera,Reklamasi,10.7,44325.3
271,Tambang B,Nikel,390.35,2.32,2022-08-03 02:47:15.699887,PT Tambang Jaya,Aktif,43.5,32386.15
272,Tambang D,Nikel,438.01,4.2,2023-06-01 22:03:58.357162,PT Emas Sejahtera,Reklamasi,38.7,63333.5
273,Tambang D,Batubara,979.47,3.17,2024-11-27 02:20:40.562024,PT Mineral Nusantara,Aktif,102.2,28788.88
274,Tambang D,Tembaga,97.75,4.99,2024-07-21 04:13:25.884046,PT Mineral Nusantara,Reklamasi,77.4,85899.12
275,Tambang A,Batubara,923.01,4.04,2023-09-26 07:01:05.916933,PT Mineral Nusantara,Non-Aktif,76.2,89331.48
276,Tambang D,Emas,485.43,1.73,2024-03-28 04:04:07.946564,PT Mineral Nusantara,Aktif,117.4,35161.97
277,Tambang A,Nikel,627.5,1.69,2020-01-16 14:54:29.365922,PT Emas Sejahtera,Reklamasi,72.1,36478.61
278,Tambang B,Emas,831.88,2.01,2023-05-26 15:23:58.355885,PT Mineral Nusantara,Non-Aktif,40.8,9576.0
279,Tambang A,Batubara,366.86,4.29,2024-09-21 12:14:15.552543,PT Emas Sejahtera,Reklamasi,179.1,26333.03
280,Tambang B,Batubara,436.12,0.62,2024-01-25 15:26:29.284521,PT Emas Sejahtera,Aktif,286.0,7722.06
281,Tambang D,Tembaga,415.42,1.54,2022-01-30 18:10:08.271282,PT Emas Sejahtera,Reklamasi,186.1,75966.01
282,Tambang D,Tembaga,380.98,4.57,2021-04-08 19:46:31.141694,PT Mineral Nusantara,Reklamasi,229.5,18851.58
283,Tambang B,Tembaga,926.27,3.38,2024-03-21 16:51:57.645968,PT Mineral Nusantara,Non-Aktif,291.9,8814.67
284,Tambang C,Emas,830.64,1.52,2021-07-21 02:29:52.554636,PT Emas Sejahtera,Non-Aktif,54.4,17268.0
285,Tambang B,Tembaga,117.91,1.49,2020-07-05 23:54:48.611038,PT Emas Sejahtera,Non-Aktif,143.3,38355.99
286,Tambang C,Batubara,117.04,4.38,2023-04-03 03:43:47.562549,PT Emas Sejahtera,Aktif,178.7,42826.84
287,Tambang A,Tembaga,433.59,4.52,2021-05-01 04:27:23.163537,PT Tambang Jaya,Non-Aktif,103.4,89959.29
288,Tambang A,Nikel,107.67,1.65,2023-10-28 03:13:46.157759,PT Tambang Jaya,Aktif,187.8,28681.47
289,Tambang A,Tembaga,622.9,2.39,2021-02-05 04:39:46.339836,PT Mineral Nusantara,Non-Aktif,190.9,72054.98
290,Tambang D,Emas,152.25,4.26,2023-05-02 21:00:36.763942,PT Tambang Jaya,Non-Aktif,254.2,89596.12
291,Tambang A,Nikel,527.15,3.97,2021-05-11 11:10:55.936588,PT Emas Sejahtera,Non-Aktif,251.4,85813.36
292,Tambang C,Nikel,17.15,4.16,2022-12-03 21:02:20.514920,PT Emas Sejahtera,Non-Aktif,51.3,20697.94
293,Tambang A,Nikel,323.43,2.83,2023-12-09 09:37:32.165513,PT Mineral Nusantara,Aktif,59.0,28692.28
294,Tambang B,Emas,680.42,4.6,2023-08-10 15:33:48.006640,PT Mineral Nusantara,Aktif,74.5,6390.31
295,Tambang B,Batubara,489.2,1.97,2020-04-10 05:44:48.363240,PT Tambang Jaya,Aktif,85.8,48845.78
296,Tambang D,Tembaga,978.49,1.21,2024-04-18 13:50:06.646717,PT Emas Sejahtera,Non-Aktif,173.7,41122.66
297,Tambang B,Nikel,875.36,3.69,2024-12-05 02:08:14.094714,PT Mineral Nusantara,Non-Aktif,105.0,54985.07
298,Tambang C,Nikel,365.48,2.93,2024-04-02 12:30:53.949949,PT Mineral Nusantara,Non-Aktif,286.4,46329.87
299,Tambang A,Nikel,55.03,4.35,2024-03-09 20:59:45.628456,PT Tambang Jaya,Aktif,44.3,73844.14
300,Tambang D,Batubara,847.17,0.87,2021-04-30 22:38:39.948107,PT Mineral Nusantara,Reklamasi,81.5,67313.8
301,Tambang A,Batubara,912.12,4.3,2023-03-10 17:25:43.121098,PT Tambang Jaya,Reklamasi,261.8,43431.71
302,Tambang A,Emas,822.42,1.82,2024-10-10 08:21:26.096869,PT Emas Sejahtera,Reklamasi,179.5,4746.49
303,Tambang C,Batubara,136.67,3.45,2023-06-27 22:36:59.680499,PT Tambang Jaya,Aktif,168.8,35036.55
304,Tambang B,Tembaga,997.94,0.68,2020-11-29 18:21:55.675607,PT Mineral Nusantara,Reklamasi,182.4,33093.99
305,Tambang B,Emas,266.0,3.24,2024-01-29 14:05:13.020594,PT Tambang Jaya,Aktif,83.2,9846.44
306,Tambang A,Emas,726.96,3.73,2020-04-20 21:52:02.158082,PT Tambang Jaya,Aktif,230.8,31119.24
307,Tambang D,Tembaga,908.95,2.16,2023-01-24 18:50:23.011583,PT Emas Sejahtera,Non-Aktif,154.0,98749.18
308,Tambang B,Tembaga,243.33,1.47,2023-03-24 02:24:39.631433,PT Tambang Jaya,Non-Aktif,22.4,82303.89
309,Tambang D,Tembaga,909.18,2.92,2022-05-22 17:19:47.776207,PT Mineral Nusantara,Aktif,61.4,80362.19
310,Tambang B,Emas,316.39,4.25,2022-11-17 16:50:22.520907,PT Mineral Nusantara,Reklamasi,246.8,84487.14
311,Tambang D,Emas,976.65,1.96,2020-04-17 21:08:06.482716,PT Emas Sejahtera,Aktif,110.1,86640.06
312,Tambang C,Emas,288.45,1.64,2024-03-05 11:01:27.698464,PT Emas Sejahtera,Aktif,234.3,33210.21
313,Tambang D,Tembaga,953.9,1.76,2022-04-20 16:05:48.838196,PT Emas Sejahtera,Reklamasi,202.4,32903.82
314,Tambang C,Tembaga,63.01,4.77,2020-03-18 11:51:40.408625,PT Mineral Nusantara,Non-Aktif,97.4,34308.42
315,Tambang C,Nikel,712.18,2.12,2021-09-20 17:11:09.187131,PT Tambang Jaya,Aktif,46.8,82035.95
316,Tambang D,Batubara,536.79,0.52,2023-06-11 13:23:28.829812,PT Mineral Nusantara,Non-Aktif,244.0,79933.99
317,Tambang C,Nikel,483.1,4.02,2020-02-10 08:47:37.680012,PT Mineral Nusantara,Non-Aktif,196.5,2673.38
318,Tambang A,Tembaga,231.26,3.65,2021-11-05 01:09:40.757989,PT Emas Sejahtera,Non-Aktif,97.2,94968.56
319,Tambang C,Emas,708.54,1.08,2020-06-29 22:31:01.757982,PT Emas Sejahtera,Aktif,161.7,29271.03
320,Tambang B,Tembaga,198.9,4.93,2022-01-27 07:22:38.951118,PT Tambang Jaya,Reklamasi,187.5,62987.88
321,Tambang D,Batubara,557.31,3.24,2021-11-29 23:12:40.477851,PT Tambang Jaya,Reklamasi,10.6,64351.58
322,Tambang A,Nikel,260.71,2.75,2024-05-09 17:13:09.726171,PT Tambang Jaya,Non-Aktif,204.4,12225.03
323,Tambang D,Nikel,956.07,2.22,2022-02-06 18:39:30.694785,PT Tambang Jaya,Non-Aktif,200.3,69879.19
324,Tambang B,Emas,38.34,4.54,2021-12-17 15:27:30.303135,PT Mineral Nusantara,Reklamasi,33.9,53824.32
325,Tambang B,Nikel,207.73,1.6,2021-05-14 18:55:58.436950,PT Tambang Jaya,Non-Aktif,238.4,61479.63
326,Tambang B,Nikel,249.89,1.79,2024-01-24 07:42:24.706574,PT Mineral Nusantara,Reklamasi,249.3,45245.61
327,Tambang C,Tembaga,419.93,1.05,2021-03-30 13:02:07.339932,PT Mineral Nusantara,Reklamasi,94.1,80631.9
328,Tambang C,Nikel,240.4,3.92,2023-12-26 22:59:40.039284,PT Tambang Jaya,Aktif,57.0,63880.9
329,Tambang D,Nikel,496.44,3.18,2022-09-03 23:43:36.669102,PT Tambang Jaya,Non-Aktif,209.1,20099.86
330,Tambang D,Nikel,873.74,3.24,2023-07-05 10:08:37.908307,PT Mineral Nusantara,Non-Aktif,45.8,75519.8
331,Tambang A,Emas,714.94,1.48,2024-02-06 12:38:19.870244,PT Emas Sejahtera,Aktif,258.8,50753.68
332,Tambang A,Emas,584.16,3.43,2020-12-16 08:43:12.517732,PT Tambang Jaya,Reklamasi,149.2,4690.2
333,Tambang D,Tembaga,98.11,3.94,2021-09-17 22:24:52.703669,PT Emas Sejahtera,Non-Aktif,273.8,40089.55
334,Tambang C,Nikel,697.05,2.11,2023-08-19 05:57:13.153365,PT Mineral Nusantara,Aktif,196.2,40771.0
335,Tambang B,Emas,174.75,4.11,2021-11-15 12:40:13.298056,PT Emas Sejahtera,Reklamasi,92.7,80341.92
336,Tambang D,Emas,788.5,2.07,2021-06-19 02:43:26.531110,PT Mineral Nusantara,Aktif,145.7,24162.7
337,Tambang A,Tembaga,257.56,3.91,2021-07-09 17:04:17.561424,PT Emas Sejahtera,Aktif,163.5,45800.99
338,Tambang C,Batubara,422.88,0.65,2021-03-15 19:57:06.741297,PT Emas Sejahtera,Aktif,246.4,6386.27
339,Tambang D,Nikel,356.97,2.98,2020-04-03 20:47:30.723483,PT Emas Sejahtera,Aktif,259.9,88262.54
340,Tambang D,Emas,860.23,4.86,2021-10-03 23:04:26.932988,PT Mineral Nusantara,Reklamasi,208.1,44938.65
341,Tambang C,Tembaga,135.28,4.92,2023-07-06 23:09:49.623542,PT Mineral Nusantara,Aktif,95.3,85802.74
342,Tambang D,Tembaga,569.99,1.77,2024-05-29 06:56:37.516276,PT Mineral Nusantara,Reklamasi,163.3,68046.45
343,Tambang C,Tembaga,150.64,2.49,2023-03-04 14:25:05.643843,PT Tambang Jaya,Aktif,47.9,32665.46
344,Tambang B,Emas,707.75,0.78,2020-12-05 08:37:37.121783,PT Mineral Nusantara,Aktif,76.7,71557.98
345,Tambang C,Nikel,906.03,4.43,2022-11-05 06:06:40.466792,PT Tambang Jaya,Non-Aktif,97.9,47416.14
346,Tambang C,Batubara,440.26,3.06,2020-06-15 18:19:01.007050,PT Mineral Nusantara,Non-Aktif,31.1,34782.23
347,Tambang C,Nikel,493.21,2.23,2024-05-05 08:54:58.158587,PT Tambang Jaya,Non-Aktif,266.6,67124.86
348,Tambang D,Tembaga,928.15,1.01,2021-11-27 19:59:29.813284,PT Emas Sejahtera,Non-Aktif,45.6,77659.28
349,Tambang D,Tembaga,525.78,4.76,2023-04-17 04:48:08.336256,PT Emas Sejahtera,Aktif,212.1,69172.63
350,Tambang C,Batubara,492.72,2.89,2023-06-30 09:22:46.891849,PT Mineral Nusantara,Aktif,156.6,46823.16
351,Tambang D,Nikel,582.55,1.77,2024-01-02 10:34:05.811905,PT Tambang Jaya,Reklamasi,251.2,26671.53
352,Tambang A,Tembaga,692.34,2.08,2022-08-06 17:58:01.787152,PT Emas Sejahtera,Aktif,224.9,81229.19
353,Tambang A,Tembaga,115.81,1.72,2022-08-10 01:15:00.797222,PT Emas Sejahtera,Reklamasi,230.3,35318.09
354,Tambang D,Nikel,822.9,3.21,2020-01-22 08:39:23.180947,PT Tambang Jaya,Aktif,131.3,61682.58
355,Tambang D,Tembaga,441.15,4.68,2020-01-16 01:37:27.680074,PT Mineral Nusantara,Aktif,251.9,12419.52
356,Tambang C,Nikel,81.63,4.36,2021-08-15 00:02:35.156065,PT Emas Sejahtera,Reklamasi,37.5,74287.53
357,Tambang B,Tembaga,788.32,2.57,2023-11-08 09:24:49.638802,PT Mineral Nusantara,Non-Aktif,138.9,95338.37
358,Tambang D,Nikel,383.18,4.22,2020-06-30 16:00:17.374586,PT Mineral Nusantara,Aktif,298.4,45479.54
359,Tambang A,Batubara,109.36,2.4,2022-09-12 07:14:58.434426,PT Tambang Jaya,Non-Aktif,285.0,55287.41
360,Tambang C,Tembaga,637.44,1.64,2024-02-19 23:28:09.274359,PT Tambang Jaya,Reklamasi,33.8,90049.5
361,Tambang D,Batubara,881.33,4.93,2023-01-01 14:58:40.245142,PT Emas Sejahtera,Aktif,176.2,79734.52
362,Tambang A,Tembaga,888.88,1.87,2024-08-22 21:31:06.937356,PT Tambang Jaya,Reklamasi,101.5,96265.73
363,Tambang A,Tembaga,958.09,1.96,2021-06-17 23:33:45.503238,PT Emas Sejahtera,Aktif,221.3,27340.43
364,Tambang B,Emas,869.03,4.95,2022-10-14 13:06:54.134487,PT Emas Sejahtera,Reklamasi,223.4,47529.31
365,Tambang C,Nikel,12.12,1.1,2024-02-21 04:27:37.208529,PT Emas Sejahtera,Reklamasi,10.0,46108.67
366,Tambang C,Batubara,386.44,3.92,2022-06-13 08:36:12.101843,PT Mineral Nusantara,Non-Aktif,255.3,47837.08
367,Tambang B,Batubara,820.36,4.71,2020-03-05 02:31:30.137273,PT Mineral Nusantara,Non-Aktif,74.8,91399.45
368,Tambang B,Batubara,372.59,2.8,2022-05-13 03:56:40.354942,PT Tambang Jaya,Non-Aktif,290.1,21345.98
369,Tambang C,Nikel,605.53,0.51,2020-02-15 09:37:48.584986,PT Tambang Jaya,Aktif,272.6,89594.84
370,Tambang C,Emas,610.25,2.19,2023-12-05 03:40:40.692743,PT Emas Sejahtera,Reklamasi,65.3,57541.55
371,Tambang D,Batubara,371.38,1.0,2020-11-20 05:55:57.849501,PT Emas Sejahtera,Non-Aktif,194.5,54147.41
372,Tambang D,Nikel,905.43,2.37,2023-05-17 20:11:15.961645,PT Mineral Nusantara,Aktif,95.9,42233.48
373,Tambang B,Tembaga,508.2,4.06,2023-11-30 11:45:06.644375,PT Mineral Nusantara,Non-Aktif,39.9,54424.76
374,Tambang D,Batubara,470.14,2.47,2022-08-15 02:56:25.563827,PT Emas Sejahtera,Aktif,263.5,80525.73
375,Tambang A,Batubara,997.54,2.44,2023-03-19 15:00:10.096594,PT Emas Sejahtera,Reklamasi,62.4,49731.18
376,Tambang D,Emas,498.57,3.01,2021-11-29 21:48:49.917748,PT Tambang Jaya,Reklamasi,132.1,77826.25
377,Tambang D,Batubara,186.61,3.12,2024-10-18 01:06:20.016295,PT Emas Sejahtera,Reklamasi,278.0,42247.05
378,Tambang A,Batubara,517.94,4.35,2023-10-14 20:31:12.600020,PT Emas Sejahtera,Aktif,31.9,19106.69
379,Tambang B,Tembaga,815.88,1.89,2021-01-15 09:27:14.877047,PT Emas Sejahtera,Reklamasi,169.7,42051.6
380,Tambang A,Nikel,779.09,4.2,2021-01-12 20:56:45.485474,PT Mineral Nusantara,Aktif,175.9,72611.06
381,Tambang D,Nikel,790.7,3.05,2022-10-18 14:53:43.722214,PT Mineral Nusantara,Aktif,231.3,85323.43
382,Tambang B,Emas,710.94,1.85,2020-09-04 11:30:39.870508,PT Tambang Jaya,Aktif,249.9,77390.89
383,Tambang D,Tembaga,261.68,1.83,2022-09-15 09:58:31.123477,PT Tambang Jaya,Reklamasi,133.0,38070.97
384,Tambang A,Nikel,863.46,2.13,2021-10-14 23:28:36.547437,PT Tambang Jaya,Reklamasi,225.7,58335.74
385,Tambang A,Tembaga,894.51,3.3,2020-04-25 03:47:30.728732,PT Emas Sejahtera,Reklamasi,274.0,36684.81
386,Tambang D,Nikel,202.21,1.54,2022-09-12 22:11:38.717378,PT Emas Sejahtera,Aktif,267.0,70745.22
387,Tambang C,Tembaga,139.15,4.64,2021-01-13 19:13:13.409099,PT Mineral Nusantara,Reklamasi,155.5,44208.77
388,Tambang C,Emas,975.85,3.09,2020-07-10 19:18:35.753912,PT Emas Sejahtera,Aktif,186.0,76718.89
389,Tambang A,Batubara,869.64,4.64,2020-08-25 21:26:56.601135,PT Emas Sejahtera,Reklamasi,205.1,2266.82
390,Tambang A,Emas,894.3,0.71,2024-06-16 11:34:19.537856,PT Mineral Nusantara,Aktif,247.5,34675.2
391,Tambang C,Nikel,887.51,2.04,2024-04-17 10:20:53.071426,PT Tambang Jaya,Non-Aktif,157.2,87944.02
392,Tambang C,Emas,546.27,0.6,2020-01-20 23:05:42.745353,PT Emas Sejahtera,Reklamasi,42.5,33030.94
393,Tambang D,Batubara,649.94,1.73,2024-12-03 12:20:21.020473,PT Mineral Nusantara,Reklamasi,121.7,40081.67
394,Tambang D,Emas,549.91,4.38,2024-06-10 23:19:01.016578,PT Mineral Nusantara,Aktif,218.9,79282.42
395,Tambang C,Nikel,60.69,0.66,2024-01-25 20:15:08.589381,PT Tambang Jaya,Aktif,190.9,10366.96
396,Tambang D,Nikel,748.05,2.46,2022-01-01 07:34:28.021609,PT Mineral Nusantara,Aktif,228.5,31877.36
397,Tambang D,Emas,510.28,1.03,2024-03-10 22:46:37.666762,PT Tambang Jaya,Non-Aktif,155.0,77672.27
398,Tambang B,Batubara,651.23,2.38,2021-12-20 09:01:42.925404,PT Tambang Jaya,Reklamasi,60.6,95744.73
399,Tambang D,Emas,507.61,4.27,2023-11-28 15:04:32.372867,PT Tambang Jaya,Aktif,43.4,78500.8
400,Tambang A,Batubara,496.89,3.3,2022-06-18 11:49:55.827623,PT Tambang Jaya,Non-Aktif,149.6,18068.83
401,Tambang D,Tembaga,180.07,3.82,2024-11-30 17:44:34.326029,PT Tambang Jaya,Non-Aktif,69.7,83666.9
402,Tambang D,Batubara,285.93,2.07,2020-07-15 20:25:51.257689,PT Mineral Nusantara,Aktif,294.9,48101.73
403,Tambang C,Tembaga,167.26,4.75,2024-05-31 21:53:29.269048,PT Emas Sejahtera,Reklamasi,67.6,78517.54
404,Tambang A,Emas,203.71,3.69,2021-03-01 23:55:33.830950,PT Tambang Jaya,Aktif,174.4,24696.1
405,Tambang D,Batubara,973.25,2.4,2021-01-06 07:03:53.650628,PT Tambang Jaya,Aktif,10.5,34772.13
406,Tambang D,Tembaga,161.58,2.42,2023-02-21 05:05:34.595859,PT Emas Sejahtera,Aktif,83.6,90262.09
407,Tambang B,Tembaga,276.58,4.63,2023-12-04 05:54:46.691099,PT Emas Sejahtera,Non-Aktif,85.2,91169.18
408,Tambang D,Tembaga,594.68,3.09,2020-01-04 17:10:19.643354,PT Tambang Jaya,Non-Aktif,224.0,29232.38
409,Tambang D,Nikel,614.08,3.68,2024-10-16 11:41:32.550659,PT Emas Sejahtera,Reklamasi,153.7,9271.66
410,Tambang B,Emas,162.43,2.38,2024-10-02 05:33:38.042132,PT Tambang Jaya,Non-Aktif,13.5,92972.48
411,Tambang C,Tembaga,795.78,1.51,2024-05-30 10:57:09.784533,PT Mineral Nusantara,Aktif,120.0,30740.0
412,Tambang D,Batubara,787.35,3.76,2024-03-05 22:34:35.552328,PT Emas Sejahtera,Non-Aktif,197.0,12891.82
413,Tambang B,Tembaga,244.94,3.24,2020-06-11 19:28:51.305662,PT Emas Sejahtera,Reklamasi,194.6,35463.29
414,Tambang A,Nikel,295.78,2.76,2022-04-27 19:55:43.896769,PT Mineral Nusantara,Aktif,25.6,28917.9
415,Tambang C,Emas,938.61,3.31,2020-12-08 09:42:29.487872,PT Emas Sejahtera,Aktif,279.4,8975.13
416,Tambang A,Nikel,827.41,1.44,2023-05-15 16:13:48.721638,PT Mineral Nusantara,Non-Aktif,81.6,98390.18
417,Tambang A,Nikel,700.82,4.07,2020-04-07 15:34:36.906326,PT Tambang Jaya,Non-Aktif,268.5,30083.31
418,Tambang B,Nikel,91.41,4.77,2022-10-03 08:22:08.399154,PT Emas Sejahtera,Reklamasi,71.9,27965.57
419,Tambang D,Batubara,424.08,4.51,2023-12-17 16:35:57.320642,PT Emas Sejahtera,Aktif,174.7,42573.12
420,Tambang B,Emas,563.71,1.95,2022-07-23 06:27:44.890802,PT Mineral Nusantara,Reklamasi,127.8,42067.35
421,Tambang B,Emas,195.54,2.33,2022-12-05 00:35:44.330102,PT Tambang Jaya,Non-Aktif,178.6,43948.93
422,Tambang B,Batubara,453.74,4.14,2020-03-18 01:42:42.723149,PT Tambang Jaya,Aktif,154.4,90756.37
423,Tambang B,Emas,605.02,3.18,2023-12-20 06:13:52.517729,PT Mineral Nusantara,Non-Aktif,10.6,6963.4
424,Tambang C,Nikel,334.1,2.97,2020-04-29 15:11:52.324898,PT Emas Sejahtera,Aktif,111.9,94222.86
425,Tambang D,Emas,783.14,4.67,2021-09-25 08:21:59.472339,PT Emas Sejahtera,Reklamasi,13.3,66926.13
426,Tambang A,Batubara,842.05,2.91,2023-06-21 05:35:45.423083,PT Mineral Nusantara,Aktif,208.2,70053.57
427,Tambang A,Nikel,330.37,2.82,2024-09-02 16:07:21.865993,PT Mineral Nusantara,Non-Aktif,257.5,16627.35
428,Tambang D,Batubara,840.27,0.69,2023-03-01 22:16:51.429753,PT Mineral Nusantara,Aktif,121.6,33583.43
429,Tambang A,Tembaga,112.54,0.81,2022-01-14 13:49:57.209010,PT Emas Sejahtera,Reklamasi,162.2,6169.72
430,Tambang D,Nikel,839.35,0.53,2021-10-19 05:25:48.993273,PT Mineral Nusantara,Non-Aktif,29.1,65654.82
431,Tambang A,Nikel,161.22,4.61,2022-09-26 14:32:00.978552,PT Tambang Jaya,Reklamasi,121.7,34645.06
